date,source_bank,destination_bank,recommended_units,distance_km,travel_time_min,priority,reason
2026-09-11,32071,32088,5,74.77,115,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,18135,283840,9,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284810,283781,5,1.21,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284106,284447,15,1.8,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,285242,30013,6,21.4,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,23103,284469,8,6.86,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,280145,18201,7,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,18140,283142,9,44.87,78,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284591,2829,14,2.45,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,284539,24102,8,1.81,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,283897,284257,6,1.05,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,30085,30054,9,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-11,282672,94159,6,2.59,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283242,29125,7,0.89,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,33121,30025,5,4.9,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,634,280306,7,0.91,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,285242,30013,10,21.4,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,99120,1765,7,0.72,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,29163,283797,7,2.82,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283500,94117,7,10.55,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,36140,284199,6,1.45,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283388,28077,5,0.98,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284052,285154,7,0.54,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284939,284233,18,2.19,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,29082,280589,7,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,99209,283200,11,5.7,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,96109,282747,6,0.37,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284595,280934,6,1.25,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,36124,36106,5,0.9,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,18150,18152,9,6.29,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284844,27128,7,2.11,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,27150,27126,5,2.99,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,282759,96106,8,5.55,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,94146,94118,5,12.38,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,32057,32069,7,2.88,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283157,11002,5,7.77,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284106,285119,6,2.26,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283668,282539,5,3.13,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283426,28103,7,6.84,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,285122,281063,8,7.58,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,18206,283840,5,17.55,41,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,285220,282825,7,2.84,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284834,15068,5,0.82,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,1711,99110,9,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,280755,283692,7,2.36,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,285301,283530,6,2.91,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,18232,18027,9,60.4,106,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,285008,29065,5,0.3,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284727,284130,7,0.5,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,21106,32087,8,7.04,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,24136,280457,5,2.74,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,99189,724,6,1.17,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284631,282643,15,1.35,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,30067,30010,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283636,281213,6,5.34,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,18284,18086,6,1.38,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283771,283344,6,1.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,282694,30002,6,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,576,546,5,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284348,36110,5,2.02,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284764,27114,7,1.9,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,840,871,5,23.8,47,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284292,414,9,0.73,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,280191,285094,5,5.74,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284433,282586,10,0.46,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,15165,280972,5,0.84,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,23008,23010,5,122.29,241,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284673,2906,16,1.1,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,27088,94177,6,11.95,35,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,281310,284556,6,3.01,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284438,28045,9,0.47,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,283337,22139,6,5.14,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,280760,95111,6,3.0,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-12,284817,284614,5,3.37,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,32015,32059,7,4.88,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,97101,97128,6,2.52,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,285238,15149,5,29.66,68,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,283583,280764,6,2.17,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,284211,26023,5,2.03,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,281225,283175,5,3.51,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,283663,284811,8,3.04,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,282953,28040,5,2.69,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,30192,30141,6,1.35,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,282801,16072,7,7.81,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,280699,29129,10,9.87,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,27056,283402,6,1.83,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,30062,30098,5,48.53,79,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,284823,20004,7,2.28,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,284631,282643,5,1.35,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,96103,282573,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,94133,93101,7,20.08,37,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,1731,728,7,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,18232,18027,6,60.4,106,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,283897,15087,6,1.62,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,284777,28043,8,12.58,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,886,829,5,32.31,64,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,25008,25002,6,4.86,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,282564,18288,9,3.08,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,281768,282640,10,1.89,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-13,15156,15140,5,2.93,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,1818,817,13,3.32,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,282735,18027,9,87.39,137,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,32015,32059,6,4.88,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,285235,29116,9,0.96,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283624,7029,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,28060,285246,9,0.43,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283539,280318,10,8.77,31,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284969,283952,5,0.87,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283783,284559,5,11.25,28,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283668,282539,6,3.13,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283652,284935,6,2.74,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,15046,15083,7,0.21,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,26015,26006,6,2.12,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,27098,284346,8,1.9,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280602,283643,8,0.25,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,1522,23102,12,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284889,29036,7,5452.27,7251,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,27046,93101,6,4.19,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,285200,22152,5,4.78,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284776,96107,13,35.68,60,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,99236,284772,5,3.04,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283612,28077,6,4.11,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280240,28008,5,1.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,99222,99224,5,1.01,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,30063,283358,6,57.78,113,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,18159,18154,7,43.82,88,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,23151,23101,10,217.03,343,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284922,283722,9,9.58,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280327,283518,5,1.44,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,18225,27121,12,1.04,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280708,283223,10,3.44,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,282694,30002,7,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280163,10116,5,4.63,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,15060,15027,6,2.93,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,285008,36158,5,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,789,284865,6,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283959,99174,5,5.47,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,760,283816,6,53.98,87,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280510,284243,6,1.26,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283596,32087,8,7.52,24,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,28124,283726,5,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284941,30010,7,6.2,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,604,653,12,1.95,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283473,4014,9,2.97,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280627,29002,5,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,36146,283763,6,1.49,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,99171,284088,9,2456.14,3729,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,1804,283156,5,3.25,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,282745,11056,6,1.98,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,99171,99165,1,0.0,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,285070,1713,6,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284493,30236,5,0.69,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283897,284257,9,1.05,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283479,284867,6,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,10112,280155,5,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,731,284820,7,1.59,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,18165,281039,6,0.0,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,282995,280688,5,2.11,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,281541,284327,12,7.11,26,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284010,546,9,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,30202,283917,15,1.75,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,93108,283655,8,1.88,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,282708,30082,5,16.77,43,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,30046,30005,10,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280426,861,8,5.18,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280601,29001,13,0.14,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280527,280207,6,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284320,282740,10,7.94,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283487,11062,7,2.97,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284332,10120,6,8.43,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,283690,27060,6,3.58,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,284767,284227,5,1.59,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,23012,34103,6,17.5,43,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,280151,10125,8,1.59,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,18130,18096,5,0.29,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,18143,284150,7,23.61,46,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,30289,283268,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,20111,14032,7,3.58,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,654,643,7,2.55,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-14,281315,2829,5,1.5,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,18150,18153,8,5.17,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284776,280888,8,35.68,77,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,282694,30002,6,0.0,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,30202,33118,12,3.91,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,23106,23116,5,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284759,99104,7,1.97,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,282791,16004,7,1.83,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283695,283663,6,2.42,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,27046,93101,8,4.19,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284733,281588,7,1.44,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,30300,30297,7,61.77,100,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284923,15105,5,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,30072,30040,6,0.61,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283484,283863,14,1.34,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280240,28008,10,1.06,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,285124,29134,10,4.57,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280701,29124,6,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284268,280688,6,10.37,30,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,715,283843,9,0.07,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,282775,96116,5,3.44,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,585,504,7,3.11,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,16097,282678,8,0.12,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,15170,15041,5,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280567,283383,9,6.48,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,789,284865,8,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283635,94118,6,8.53,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,285272,285321,7,6.57,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280762,97105,10,1.84,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,10113,10144,8,47.96,78,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280157,10141,5,1.39,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,1825,24132,5,5.65,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,23180,581,6,8.57,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284100,21105,8,4.77,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,10145,10118,5,2.59,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,619,610,7,1.06,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,96103,282573,6,0.0,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280366,283788,5,5.27,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,10117,10168,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283297,643,5,0.0,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,14010,20128,5,1.06,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280788,29125,5,0.54,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280422,95133,5,2.08,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,751,1714,6,2.23,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,1826,865,11,6.32,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283472,30149,5,1.58,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284676,284678,8,2.66,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,2837,28118,8,7.19,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283822,280372,7,6.63,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,282742,283807,6,11.57,34,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283830,283640,13,0.95,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,97101,608,6,1.81,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,634,280306,7,0.91,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,2730,283400,7,1.52,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,94101,6001,9,2.49,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283670,94154,7,4.27,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,18160,281039,8,64.54,96,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284584,28104,6,3.06,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,27116,284095,9,3.46,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284845,284633,11,3.99,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283893,28020,6,8.53,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283821,283153,7,0.87,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,280748,284158,7,4.87,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283742,284724,5,1.57,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284933,280388,8,31.97,61,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,285199,618,9,3.81,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284341,284021,11,1.97,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,30286,283374,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,282721,23010,6,125.38,167,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283949,283573,6,6.17,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,283755,28053,7,15.16,39,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,15015,15126,5,0.87,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284492,283255,6,20.57,39,High,Balance surplus against predicted 72-hour stockout risk
2026-09-15,284976,99213,6,2.22,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,27105,27118,6,35.93,57,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,799,788,8,0.4,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284291,455,5,0.15,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,1802,24106,8,0.83,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,99185,724,5,1.48,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284444,23116,6,1.69,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,18094,18097,7,1.75,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,280286,23101,9,215.73,297,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,27054,94134,6,0.7,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284423,28018,5,1.29,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,283893,28020,5,8.53,29,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,282771,96107,5,1.6,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,10170,283183,11,2.34,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,30268,280430,6,17.03,32,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,283986,11002,5,4.77,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,30072,30040,5,0.61,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,282690,30016,6,0.0,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284515,99233,5,8.05,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284127,283770,7,4.12,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284394,283662,6,3.45,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,283695,283663,6,2.42,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,99218,283741,5,0.92,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,18241,27127,6,79.85,139,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,285125,284402,5,3.91,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,285235,29116,5,0.96,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,27062,94116,14,0.0,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,97101,97135,9,2.74,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,30245,30048,5,8.38,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,715,280207,6,0.07,10,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284976,99173,5,1.84,12,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,15182,284828,7,0.0,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,22157,7032,9,3.92,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,285278,4015,5,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,15130,29132,9,4.38,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,282607,284262,9,0.71,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,837,283805,6,2.73,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,285062,18089,6,2.75,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,285199,618,5,3.81,21,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,15137,15084,6,118.57,186,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,29022,283591,6,0.0,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,11038,11059,8,3.69,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,654,643,8,2.55,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,284923,15160,7,2.21,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,861,24104,6,2.6,23,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,282597,94159,5,3.95,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-16,98114,283367,5,4.95,16,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285252,284052,6,0.71,17,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283670,94154,8,4.27,19,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,281565,281719,6,2.7,18,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,24119,24108,8,0.76,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,285176,284160,8,5.37,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283477,283294,5,3.17,22,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280452,280703,11,1.01,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,15060,15027,10,2.93,20,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,280589,29099,6,6.49,25,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,284265,33119,6,5.01,27,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,20108,280555,8,1.4,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,28149,2867,5,0.0,11,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,799,788,13,0.4,9,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1827,866,5,2.38,15,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283499,15149,9,0.0,8,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,629,618,6,1.48,14,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,2803,281769,7,54.28,93,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,283182,10149,6,0.73,13,High,Balance surplus against predicted 72-hour stockout risk
2026-09-17,1722,284710,7,2.17,15,High,Balance surplus against predicted 72-hour stockout risk
