source_bank,destination_bank,distance_km,travel_time_min,vehicle_id,capacity,refrigerated
284336,283963,0.21,17,VH-284336-1,36,True
284336,280920,0.55,10,VH-284336-2,24,True
284336,283484,1.26,20,VH-284336-3,36,True
284673,2906,1.1,11,VH-284673-1,36,True
284673,2842,1.1,19,VH-284673-2,36,True
284673,28113,1.1,12,VH-284673-3,36,True
284692,285308,0.72,18,VH-284692-1,36,True
284692,281309,1.09,12,VH-284692-2,48,True
284692,285097,2.42,19,VH-284692-3,24,True
284694,283962,1.29,13,VH-284694-1,24,True
284694,284558,2.58,20,VH-284694-2,48,True
284694,281308,2.89,21,VH-284694-3,24,True
285097,281332,1.56,14,VH-285097-1,36,True
285097,281309,1.78,20,VH-285097-2,48,True
285097,285308,1.94,11,VH-285097-3,24,True
285308,284692,0.72,10,VH-285308-1,24,True
285308,281309,1.25,11,VH-285308-2,24,True
285308,285097,1.94,19,VH-285308-3,24,True
2894,2901,0.0,11,VH-2894-1,48,True
2894,2881,0.0,13,VH-2894-2,36,True
2894,2887,0.0,14,VH-2894-3,48,True
2909,28149,0.0,17,VH-2909-1,60,True
2909,2877,0.0,17,VH-2909-2,60,True
2909,2867,0.0,11,VH-2909-3,60,True
281344,284679,1.16,10,VH-281344-1,60,True
281344,284011,3.65,15,VH-281344-2,24,True
281344,284676,4.21,16,VH-281344-3,36,True
281462,284676,3.57,19,VH-281462-1,48,True
281462,284677,4.97,23,VH-281462-2,24,True
281462,281344,5.43,22,VH-281462-3,24,True
281471,284679,3.78,16,VH-281471-1,36,True
281471,281344,4.3,19,VH-281471-2,36,True
281471,284020,5.2,26,VH-281471-3,36,True
281474,28142,0.0,13,VH-281474-1,60,True
281474,283814,0.0,14,VH-281474-2,60,True
281474,2929,65.94,122,VH-281474-3,36,True
281477,281344,5.48,16,VH-281477-1,36,True
281477,281471,6.15,23,VH-281477-2,60,True
281477,284679,6.33,25,VH-281477-3,24,True
281496,281471,6.19,21,VH-281496-1,60,True
281496,281477,7.23,20,VH-281496-2,24,True
281496,284679,9.58,30,VH-281496-3,36,True
282636,284020,3.43,15,VH-282636-1,48,True
282636,284011,7.01,24,VH-282636-2,36,True
282636,284678,7.51,26,VH-282636-3,48,True
284011,284676,2.23,20,VH-284011-1,24,True
284011,284677,2.51,20,VH-284011-2,60,True
284011,284679,2.84,16,VH-284011-3,48,True
284020,282636,3.43,15,VH-284020-1,60,True
284020,281471,5.2,19,VH-284020-2,60,True
284020,284011,6.09,22,VH-284020-3,48,True
2841,2906,0.0,18,VH-2841-1,24,True
2841,2842,0.0,13,VH-2841-2,48,True
2841,28113,0.0,16,VH-2841-3,36,True
284676,284677,1.76,18,VH-284676-1,24,True
284676,284011,2.23,16,VH-284676-2,60,True
284676,284678,2.66,23,VH-284676-3,60,True
284677,284678,0.9,15,VH-284677-1,36,True
284677,284676,1.76,17,VH-284677-2,48,True
284677,284011,2.51,14,VH-284677-3,24,True
284678,284677,0.9,11,VH-284678-1,60,True
284678,284676,2.66,14,VH-284678-2,36,True
284678,284011,3.07,15,VH-284678-3,48,True
284679,281344,1.16,19,VH-284679-1,60,True
284679,284011,2.84,19,VH-284679-2,24,True
284679,281471,3.78,21,VH-284679-3,36,True
2913,2851,0.0,11,VH-2913-1,60,True
2913,2919,12.48,31,VH-2913-2,48,True
2913,285322,15.7,37,VH-2913-3,24,True
280931,282624,0.35,10,VH-280931-1,36,True
280931,2859,0.78,11,VH-280931-2,36,True
280931,284559,1.32,12,VH-280931-3,24,True
280934,284595,1.25,14,VH-280934-1,60,True
280934,282624,1.29,16,VH-280934-2,36,True
280934,2859,1.46,13,VH-280934-3,60,True
281322,284215,1.93,11,VH-281322-1,36,True
281322,284595,2.56,18,VH-281322-2,36,True
281322,284734,3.21,20,VH-281322-3,24,True
281323,284593,0.46,14,VH-281323-1,48,True
281323,284216,2.24,19,VH-281323-2,24,True
281323,284697,2.58,12,VH-281323-3,36,True
282624,280931,0.35,12,VH-282624-1,36,True
282624,2859,0.74,11,VH-282624-2,24,True
282624,280934,1.29,14,VH-282624-3,48,True
283783,284593,10.75,28,VH-283783-1,24,True
283783,281323,11.19,32,VH-283783-2,24,True
283783,284559,11.25,28,VH-283783-3,48,True
284215,281322,1.93,13,VH-284215-1,36,True
284215,284595,2.71,19,VH-284215-2,36,True
284215,284217,3.65,19,VH-284215-3,48,True
284216,281323,2.24,15,VH-284216-1,48,True
284216,284593,2.4,13,VH-284216-2,36,True
284216,284697,3.26,15,VH-284216-3,36,True
284217,284215,3.65,19,VH-284217-1,60,True
284217,281322,3.87,22,VH-284217-2,48,True
284217,284595,6.09,25,VH-284217-3,48,True
284559,280931,1.32,10,VH-284559-1,48,True
284559,282624,1.67,13,VH-284559-2,24,True
284559,2859,1.68,14,VH-284559-3,24,True
284593,281323,0.46,9,VH-284593-1,48,True
284593,284216,2.4,15,VH-284593-2,60,True
284593,284697,3.04,13,VH-284593-3,24,True
284595,280934,1.25,14,VH-284595-1,48,True
284595,284734,2.29,18,VH-284595-2,36,True
284595,282624,2.46,14,VH-284595-3,24,True
284697,284734,1.39,17,VH-284697-1,60,True
284697,2859,2.2,20,VH-284697-2,48,True
284697,281323,2.58,20,VH-284697-3,36,True
284734,284697,1.39,18,VH-284734-1,24,True
284734,280934,1.52,19,VH-284734-2,36,True
284734,2859,1.66,11,VH-284734-3,48,True
2859,282624,0.74,12,VH-2859-1,24,True
2859,280931,0.78,14,VH-2859-2,36,True
2859,280934,1.46,13,VH-2859-3,36,True
281537,281745,0.8,16,VH-281537-1,48,True
281537,281661,3.12,17,VH-281537-2,24,True
281537,285056,3.12,15,VH-281537-3,36,True
281738,285229,0.51,14,VH-281738-1,24,True
281738,28116,0.74,10,VH-281738-2,60,True
281738,283563,1.42,19,VH-281738-3,48,True
281745,281537,0.8,11,VH-281745-1,36,True
281745,285056,3.1,12,VH-281745-2,60,True
281745,281320,3.3,16,VH-281745-3,36,True
284577,283563,1.8,17,VH-284577-1,24,True
284577,28116,2.15,15,VH-284577-2,48,True
284577,283873,2.21,15,VH-284577-3,36,True
284698,285309,1.84,18,VH-284698-1,48,True
284698,285331,1.91,18,VH-284698-2,60,True
284698,285229,1.97,14,VH-284698-3,48,True
2869,280932,2.97,18,VH-2869-1,24,True
2869,281656,3.14,17,VH-2869-2,24,True
2869,281518,3.94,19,VH-2869-3,60,True
280901,283773,2.03,15,VH-280901-1,36,True
280901,284698,2.41,19,VH-280901-2,48,True
280901,285331,2.46,21,VH-280901-3,48,True
281320,285056,0.41,9,VH-281320-1,60,True
281320,283867,1.21,20,VH-281320-2,48,True
281320,281661,1.63,12,VH-281320-3,60,True
284588,285309,0.92,18,VH-284588-1,48,True
284588,2927,1.95,17,VH-284588-2,36,True
284588,284698,1.99,12,VH-284588-3,24,True
284664,28147,0.56,9,VH-284664-1,36,True
284664,281661,1.38,15,VH-284664-2,36,True
284664,284663,1.41,12,VH-284664-3,24,True
280763,284690,3.78,22,VH-280763-1,60,True
280763,284699,5.98,23,VH-280763-2,24,True
280763,281536,9.36,32,VH-280763-3,36,True
28109,281530,2.0,11,VH-28109-1,60,True
28109,284220,5.21,24,VH-28109-2,48,True
28109,283736,5.26,20,VH-28109-3,60,True
28112,282640,12.18,34,VH-28112-1,24,True
28112,281768,13.76,31,VH-28112-2,24,True
28112,281752,14.71,44,VH-28112-3,24,True
28113,2906,0.0,18,VH-28113-1,48,True
28113,2842,0.0,13,VH-28113-2,60,True
28113,2841,0.0,11,VH-28113-3,60,True
281516,281524,1.64,19,VH-281516-1,48,True
281516,284760,2.38,15,VH-281516-2,60,True
281516,284218,4.19,17,VH-281516-3,36,True
281517,284220,0.59,11,VH-281517-1,48,True
281517,281536,0.64,19,VH-281517-2,60,True
281517,281521,3.48,14,VH-281517-3,48,True
281521,285219,1.64,15,VH-281521-1,48,True
281521,281536,3.01,17,VH-281521-2,36,True
281521,281517,3.48,17,VH-281521-3,60,True
281524,284760,0.74,18,VH-281524-1,48,True
281524,281516,1.64,16,VH-281524-2,48,True
281524,284218,2.69,18,VH-281524-3,24,True
281530,28109,2.0,18,VH-281530-1,60,True
281530,281517,5.44,18,VH-281530-2,36,True
281530,284220,5.5,20,VH-281530-3,24,True
281536,281517,0.64,12,VH-281536-1,60,True
281536,284220,0.94,12,VH-281536-2,48,True
281536,281521,3.01,18,VH-281536-3,48,True
283736,285323,1.04,15,VH-283736-1,48,True
283736,284220,4.96,24,VH-283736-2,48,True
283736,28109,5.26,21,VH-283736-3,48,True
284218,284760,2.11,15,VH-284218-1,60,True
284218,281524,2.69,21,VH-284218-2,24,True
284218,281516,4.19,18,VH-284218-3,24,True
284220,281517,0.59,18,VH-284220-1,60,True
284220,281536,0.94,15,VH-284220-2,48,True
284220,284699,3.68,21,VH-284220-3,48,True
284690,284699,3.11,18,VH-284690-1,24,True
284690,280763,3.78,19,VH-284690-2,60,True
284690,281521,5.73,25,VH-284690-3,48,True
284699,284690,3.11,17,VH-284699-1,48,True
284699,281536,3.51,22,VH-284699-2,36,True
284699,284220,3.68,20,VH-284699-3,24,True
284760,281524,0.74,18,VH-284760-1,24,True
284760,284218,2.11,13,VH-284760-2,36,True
284760,281516,2.38,21,VH-284760-3,36,True
285219,281521,1.64,19,VH-285219-1,24,True
285219,281524,4.28,21,VH-285219-2,24,True
285219,284760,4.36,19,VH-285219-3,36,True
285323,283736,1.04,13,VH-285323-1,60,True
285323,284220,4.54,22,VH-285323-2,36,True
285323,284699,4.75,24,VH-285323-3,36,True
2801,284685,1.81,20,VH-2801-1,60,True
2801,282820,1.88,15,VH-2801-2,60,True
2801,2808,2.04,20,VH-2801-3,60,True
280623,284683,3.15,15,VH-280623-1,48,True
280623,284681,3.59,21,VH-280623-2,36,True
280623,284686,3.89,15,VH-280623-3,60,True
2808,284689,0.82,14,VH-2808-1,48,True
2808,2801,2.04,15,VH-2808-2,60,True
2808,284687,2.16,13,VH-2808-3,60,True
281595,285328,2.87,14,VH-281595-1,60,True
281595,284689,3.4,23,VH-281595-2,48,True
281595,284685,3.44,19,VH-281595-3,24,True
282630,284688,2.19,11,VH-282630-1,60,True
282630,285328,4.24,22,VH-282630-2,48,True
282630,281595,4.45,18,VH-282630-3,48,True
282820,284736,0.99,17,VH-282820-1,24,True
282820,284685,1.43,13,VH-282820-2,36,True
282820,2801,1.88,19,VH-282820-3,36,True
2834,2831,71.08,113,VH-2834-1,24,True
2834,2904,71.08,104,VH-2834-2,48,True
2834,284099,75.76,109,VH-2834-3,24,True
284681,280623,3.59,22,VH-284681-1,24,True
284681,284682,4.89,20,VH-284681-2,36,True
284681,284736,5.26,18,VH-284681-3,48,True
284682,284736,4.05,20,VH-284682-1,48,True
284682,284681,4.89,24,VH-284682-2,24,True
284682,282820,4.98,20,VH-284682-3,60,True
284683,284684,2.49,16,VH-284683-1,24,True
284683,284686,2.65,12,VH-284683-2,24,True
284683,280623,3.15,20,VH-284683-3,60,True
284684,284686,1.98,14,VH-284684-1,24,True
284684,284683,2.49,19,VH-284684-2,36,True
284684,2801,3.11,18,VH-284684-3,24,True
284685,282820,1.43,12,VH-284685-1,24,True
284685,2801,1.81,17,VH-284685-2,48,True
284685,284736,2.13,14,VH-284685-3,48,True
284686,284684,1.98,20,VH-284686-1,24,True
284686,2801,2.36,14,VH-284686-2,36,True
284686,284683,2.65,13,VH-284686-3,48,True
284687,284689,2.13,14,VH-284687-1,36,True
284687,2808,2.16,11,VH-284687-2,60,True
284687,2801,3.64,16,VH-284687-3,48,True
284688,282630,2.19,19,VH-284688-1,48,True
284688,281595,3.85,21,VH-284688-2,60,True
284688,285328,5.04,24,VH-284688-3,60,True
284689,2808,0.82,14,VH-284689-1,48,True
284689,284687,2.13,12,VH-284689-2,24,True
284689,284685,2.61,16,VH-284689-3,24,True
284736,282820,0.99,18,VH-284736-1,36,True
284736,284685,2.13,18,VH-284736-2,36,True
284736,2801,2.86,15,VH-284736-3,48,True
285328,281595,2.87,18,VH-285328-1,48,True
285328,282630,4.24,18,VH-285328-2,60,True
285328,284689,4.85,17,VH-285328-3,36,True
2867,28149,0.0,12,VH-2867-1,24,True
2867,285327,0.0,11,VH-2867-2,48,True
2867,2877,0.0,14,VH-2867-3,48,True
2877,28149,0.0,12,VH-2877-1,36,True
2877,285327,0.0,16,VH-2877-2,60,True
2877,2867,0.0,13,VH-2877-3,24,True
2892,280924,58.19,83,VH-2892-1,48,True
2892,281772,58.77,111,VH-2892-2,48,True
2892,284662,59.96,111,VH-2892-3,60,True
281307,28130,6.34,25,VH-281307-1,36,True
281307,281311,8.58,21,VH-281307-2,36,True
281307,282645,10.14,30,VH-281307-3,48,True
281310,284556,3.01,17,VH-281310-1,36,True
281310,2872,4.31,19,VH-281310-2,36,True
281310,281311,5.86,20,VH-281310-3,60,True
281311,284556,3.0,17,VH-281311-1,48,True
281311,2872,4.13,20,VH-281311-2,48,True
281311,281310,5.86,22,VH-281311-3,24,True
282645,281310,7.73,25,VH-282645-1,36,True
282645,284556,8.05,26,VH-282645-2,48,True
282645,281311,8.17,23,VH-282645-3,48,True
283794,282824,1.44,15,VH-283794-1,60,True
283794,283503,1.88,20,VH-283794-2,60,True
283794,280920,2.56,14,VH-283794-3,36,True
284556,2872,2.38,21,VH-284556-1,24,True
284556,281311,3.0,15,VH-284556-2,48,True
284556,281310,3.01,15,VH-284556-3,36,True
2872,284556,2.38,14,VH-2872-1,60,True
2872,281311,4.13,20,VH-2872-2,48,True
2872,281310,4.31,17,VH-2872-3,36,True
2922,28144,2.53,16,VH-2922-1,48,True
2922,2850,4.16,14,VH-2922-2,48,True
2922,2836,37.49,77,VH-2922-3,24,True
28144,2850,1.82,13,VH-28144-1,60,True
28144,2922,2.53,20,VH-28144-2,48,True
28144,2836,39.61,61,VH-28144-3,36,True
281541,284966,5.24,20,VH-281541-1,60,True
281541,284445,7.01,17,VH-281541-2,36,True
281541,284327,7.11,26,VH-281541-3,60,True
281545,284700,1.0,16,VH-281545-1,60,True
281545,282823,1.4,17,VH-281545-2,24,True
281545,281573,1.52,11,VH-281545-3,24,True
281552,284700,1.99,19,VH-281552-1,24,True
281552,285057,2.3,15,VH-281552-2,36,True
281552,284353,2.92,22,VH-281552-3,36,True
281573,282821,0.86,14,VH-281573-1,60,True
281573,281545,1.52,15,VH-281573-2,24,True
281573,284700,1.64,20,VH-281573-3,24,True
281577,282631,2.51,16,VH-281577-1,24,True
281577,282821,2.61,19,VH-281577-2,24,True
281577,284353,2.72,14,VH-281577-3,36,True
282631,281577,2.51,16,VH-282631-1,48,True
282631,282821,5.06,22,VH-282631-2,24,True
282631,284353,5.07,16,VH-282631-3,36,True
282632,28131,2.31,15,VH-282632-1,48,True
282632,283601,2.31,12,VH-282632-2,60,True
282632,285322,3.07,21,VH-282632-3,60,True
282821,281573,0.86,14,VH-282821-1,36,True
282821,284353,2.13,16,VH-282821-2,60,True
282821,284445,2.18,14,VH-282821-3,60,True
282823,284099,1.21,10,VH-282823-1,24,True
282823,281545,1.4,12,VH-282823-2,24,True
282823,284700,2.12,16,VH-282823-3,48,True
284099,282823,1.21,14,VH-284099-1,60,True
284099,281545,2.61,17,VH-284099-2,48,True
284099,284327,2.98,21,VH-284099-3,36,True
284327,284966,1.92,14,VH-284327-1,24,True
284327,284445,2.69,12,VH-284327-2,48,True
284327,282823,2.83,20,VH-284327-3,36,True
284353,282821,2.13,12,VH-284353-1,48,True
284353,281573,2.53,15,VH-284353-2,60,True
284353,281577,2.72,21,VH-284353-3,60,True
284445,282821,2.18,21,VH-284445-1,48,True
284445,281573,2.31,21,VH-284445-2,24,True
284445,284966,2.6,16,VH-284445-3,24,True
284700,281545,1.0,15,VH-284700-1,60,True
284700,281573,1.64,12,VH-284700-2,48,True
284700,281552,1.99,12,VH-284700-3,36,True
284966,284327,1.92,16,VH-284966-1,36,True
284966,284445,2.6,12,VH-284966-2,36,True
284966,282823,4.56,18,VH-284966-3,24,True
2850,28144,1.82,13,VH-2850-1,36,True
2850,2922,4.16,17,VH-2850-2,60,True
2850,2836,41.42,61,VH-2850-3,36,True
285057,281552,2.3,18,VH-285057-1,36,True
285057,284353,3.14,15,VH-285057-2,24,True
285057,284700,4.19,25,VH-285057-3,60,True
2904,2831,0.0,16,VH-2904-1,36,True
2904,284671,50.53,104,VH-2904-2,24,True
2904,2930,58.78,93,VH-2904-3,36,True
280923,284793,0.88,13,VH-280923-1,24,True
280923,284597,2.57,20,VH-280923-2,48,True
280923,2846,2.87,15,VH-280923-3,60,True
281317,284691,0.53,16,VH-281317-1,48,True
281317,281588,2.19,17,VH-281317-2,36,True
281317,2817,2.54,14,VH-281317-3,24,True
281588,2846,0.43,15,VH-281588-1,36,True
281588,284733,1.44,12,VH-281588-2,48,True
281588,284691,1.66,19,VH-281588-3,24,True
281604,284597,3.04,13,VH-281604-1,24,True
281604,2817,4.25,17,VH-281604-2,60,True
281604,284793,4.9,17,VH-281604-3,24,True
281640,283481,1.46,12,VH-281640-1,48,True
281640,2924,2.42,16,VH-281640-2,48,True
281640,284705,2.42,16,VH-281640-3,48,True
2817,281317,2.54,12,VH-2817-1,36,True
2817,284691,2.89,13,VH-2817-2,24,True
2817,284597,3.03,20,VH-2817-3,48,True
283481,2924,1.12,11,VH-283481-1,24,True
283481,284705,1.12,11,VH-283481-2,24,True
283481,281640,1.46,18,VH-283481-3,48,True
283601,28131,0.0,12,VH-283601-1,36,True
283601,284879,1.86,12,VH-283601-2,48,True
283601,281691,1.89,16,VH-283601-3,36,True
283726,28121,0.0,9,VH-283726-1,60,True
283726,2885,0.0,16,VH-283726-2,24,True
283726,283243,0.0,14,VH-283726-3,48,True
284590,281317,3.41,22,VH-284590-1,36,True
284590,2817,3.83,19,VH-284590-2,60,True
284590,284691,3.89,21,VH-284590-3,48,True
284597,284793,1.89,13,VH-284597-1,60,True
284597,280923,2.57,14,VH-284597-2,36,True
284597,2817,3.03,17,VH-284597-3,60,True
2846,281588,0.43,9,VH-2846-1,24,True
2846,284733,1.51,13,VH-2846-2,48,True
2846,284691,2.03,14,VH-2846-3,24,True
284691,281317,0.53,12,VH-284691-1,24,True
284691,281588,1.66,16,VH-284691-2,48,True
284691,2846,2.03,17,VH-284691-3,48,True
284701,284590,5.57,19,VH-284701-1,24,True
284701,284733,5.69,21,VH-284701-2,48,True
284701,281317,6.27,20,VH-284701-3,36,True
284733,281588,1.44,18,VH-284733-1,24,True
284733,2846,1.51,14,VH-284733-2,48,True
284733,284691,2.7,21,VH-284733-3,48,True
284793,280923,0.88,12,VH-284793-1,48,True
284793,284597,1.89,12,VH-284793-2,36,True
284793,2846,3.07,20,VH-284793-3,36,True
285327,28149,0.0,10,VH-285327-1,24,True
285327,2867,0.0,16,VH-285327-2,60,True
285327,2877,0.0,9,VH-285327-3,48,True
2923,2931,1.07,17,VH-2923-1,48,True
2923,284705,3.5,18,VH-2923-2,24,True
2923,2924,3.5,19,VH-2923-3,36,True
2924,284705,0.0,14,VH-2924-1,60,True
2924,283481,1.12,11,VH-2924-2,60,True
2924,281640,2.42,16,VH-2924-3,48,True
2929,280923,6.22,19,VH-2929-1,60,True
2929,281640,6.62,22,VH-2929-2,36,True
2929,284793,6.92,29,VH-2929-3,60,True
2931,2923,1.07,11,VH-2931-1,48,True
2931,284705,2.45,18,VH-2931-2,24,True
2931,2924,2.45,21,VH-2931-3,36,True
2804,281710,12.55,39,VH-2804-1,48,True
2804,281704,14.88,34,VH-2804-2,60,True
2804,284038,16.74,44,VH-2804-3,60,True
280437,28148,1.0,12,VH-280437-1,36,True
280437,2880,1.78,18,VH-280437-2,36,True
280437,2897,3.71,19,VH-280437-3,36,True
280458,283802,0.95,14,VH-280458-1,48,True
280458,280626,1.45,13,VH-280458-2,24,True
280458,283869,1.61,12,VH-280458-3,60,True
280626,280458,1.45,14,VH-280626-1,24,True
280626,283802,1.88,19,VH-280626-2,36,True
280626,282635,2.35,14,VH-280626-3,48,True
28108,284703,2.7,18,VH-28108-1,36,True
28108,283802,3.28,18,VH-28108-2,48,True
28108,2880,3.5,18,VH-28108-3,24,True
28148,2880,0.93,16,VH-28148-1,36,True
28148,280437,1.0,16,VH-28148-2,60,True
28148,2897,2.85,20,VH-28148-3,36,True
2815,2884,0.29,12,VH-2815-1,48,True
2815,2914,0.66,15,VH-2815-2,60,True
2815,283750,2.04,17,VH-2815-3,60,True
281696,284939,3.85,15,VH-281696-1,48,True
281696,284702,4.62,23,VH-281696-2,60,True
281696,284233,6.01,21,VH-281696-3,48,True
282633,284557,2.08,21,VH-282633-1,60,True
282633,284233,3.19,18,VH-282633-2,60,True
282633,284702,3.41,18,VH-282633-3,24,True
282634,283940,0.09,12,VH-282634-1,48,True
282634,284414,2.09,22,VH-282634-2,60,True
282634,284227,2.39,14,VH-282634-3,48,True
282635,2847,1.25,19,VH-282635-1,48,True
282635,280626,2.35,17,VH-282635-2,36,True
282635,2897,2.56,15,VH-282635-3,48,True
283750,2815,2.04,15,VH-283750-1,60,True
283750,2884,2.3,15,VH-283750-2,24,True
283750,2914,2.64,14,VH-283750-3,24,True
283782,284767,1.64,13,VH-283782-1,24,True
283782,283869,2.73,20,VH-283782-2,48,True
283782,284233,2.82,19,VH-283782-3,60,True
283802,280458,0.95,13,VH-283802-1,24,True
283802,280626,1.88,16,VH-283802-2,48,True
283802,283869,2.18,14,VH-283802-3,24,True
283869,280458,1.61,12,VH-283869-1,36,True
283869,284233,1.97,17,VH-283869-2,36,True
283869,283802,2.18,15,VH-283869-3,60,True
283940,282634,0.09,12,VH-283940-1,60,True
283940,284414,2.14,20,VH-283940-2,36,True
283940,284227,2.37,17,VH-283940-3,36,True
284227,284767,1.59,17,VH-284227-1,36,True
284227,283940,2.37,20,VH-284227-2,48,True
284227,282634,2.39,16,VH-284227-3,24,True
284233,283869,1.97,13,VH-284233-1,36,True
284233,284939,2.19,20,VH-284233-2,36,True
284233,283782,2.82,22,VH-284233-3,48,True
284414,282634,2.09,17,VH-284414-1,24,True
284414,283940,2.14,16,VH-284414-2,24,True
284414,284227,4.41,17,VH-284414-3,48,True
284557,282633,2.08,16,VH-284557-1,24,True
284557,2884,2.58,16,VH-284557-2,24,True
284557,2914,2.62,18,VH-284557-3,48,True
2847,282635,1.25,11,VH-2847-1,48,True
2847,280626,3.5,21,VH-2847-2,36,True
2847,2897,3.61,19,VH-2847-3,48,True
284702,282633,3.41,18,VH-284702-1,48,True
284702,284939,3.73,19,VH-284702-2,36,True
284702,281696,4.62,24,VH-284702-3,24,True
284703,28108,2.7,15,VH-284703-1,48,True
284703,283802,4.84,16,VH-284703-2,36,True
284703,280458,5.77,27,VH-284703-3,60,True
284705,2924,0.0,17,VH-284705-1,48,True
284705,283481,1.12,13,VH-284705-2,60,True
284705,281640,2.42,19,VH-284705-3,60,True
284767,284227,1.59,18,VH-284767-1,24,True
284767,283782,1.64,18,VH-284767-2,36,True
284767,2914,3.54,15,VH-284767-3,24,True
284939,284233,2.19,13,VH-284939-1,36,True
284939,283869,3.09,18,VH-284939-2,48,True
284939,282633,3.54,21,VH-284939-3,60,True
2880,28148,0.93,16,VH-2880-1,36,True
2880,280437,1.78,16,VH-2880-2,60,True
2880,2897,1.94,19,VH-2880-3,36,True
2884,2815,0.29,16,VH-2884-1,36,True
2884,2914,0.36,16,VH-2884-2,48,True
2884,283750,2.3,13,VH-2884-3,36,True
2887,2901,0.0,14,VH-2887-1,36,True
2887,2881,0.0,15,VH-2887-2,36,True
2887,2894,0.0,14,VH-2887-3,60,True
2897,2880,1.94,15,VH-2897-1,60,True
2897,282635,2.56,20,VH-2897-2,36,True
2897,280626,2.75,14,VH-2897-3,24,True
2914,2884,0.36,9,VH-2914-1,24,True
2914,2815,0.66,14,VH-2914-2,36,True
2914,284557,2.62,17,VH-2914-3,60,True
2935,282631,7.76,24,VH-2935-1,48,True
